Table with row headers in column A and column headers in row 4,,,,,,,,,,,
"CORE BASED STATISTICAL AREAS (CBSAs) AND COMBINED STATISTICAL AREAS (CSAs), ",,,,,,,,,,,
DECEMBER 2009,,,,,,,,,,,
CBSA Code,Metro Division Code,CSA Code,CBSA Title,Level of CBSA,"Status, 1=metro 2=micro",Metropolitan Division Title,CSA Title,Component Name,State,FIPS,County Status
13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,1,,"Birmingham-Hoover-Cullman, AL",Walker County,Alabama,01127,Outlying
13860,,,"Bishop, CA",Micropolitan Statistical Area,2,,,Inyo County,California,06027,Central
13900,,,"Bismarck, ND",Metropolitan Statistical Area,1,,,Burleigh County,North Dakota,38015,Central
13900,,,"Bismarck, ND",Metropolitan Statistical Area,1,,,Morton County,North Dakota,38059,Central
13940,,292,"Blackfoot, ID",Micropolitan Statistical Area,2,,"Idaho Falls-Blackfoot, ID",Bingham County,Idaho,16011,Central
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,1,,,Giles County,Virginia,51071,Outlying
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,1,,,Montgomery County,Virginia,51121,Central
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,1,,,Pulaski County,Virginia,51155,Outlying
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,1,,,Radford city,Virginia,51750,Central
14020,,,"Bloomington, IN",Metropolitan Statistical Area,1,,,Greene County,Indiana,18055,Outlying
14020,,,"Bloomington, IN",Metropolitan Statistical Area,1,,,Monroe County,Indiana,18105,Central
14020,,,"Bloomington, IN",Metropolitan Statistical Area,1,,,Owen County,Indiana,18119,Outlying
14060,,,"Bloomington-Normal, IL",Metropolitan Statistical Area,1,,,McLean County,Illinois,17113,Central
14100,,,"Bloomsburg-Berwick, PA",Micropolitan Statistical Area,2,,,Columbia County,Pennsylvania,42037,Central
14100,,,"Bloomsburg-Berwick, PA",Micropolitan Statistical Area,2,,,Montour County,Pennsylvania,42093,Central
14140,,,"Bluefield, WV-VA",Micropolitan Statistical Area,2,,,Tazewell County,Virginia,51185,Central
14140,,,"Bluefield, WV-VA",Micropolitan Statistical Area,2,,,Mercer County,West Virginia,54055,Central
14180,,,"Blytheville, AR",Micropolitan Statistical Area,2,,,Mississippi County,Arkansas,05093,Central
14220,,406,"Bogalusa, LA",Micropolitan Statistical Area,2,,"New Orleans-Metairie-Bogalusa, LA",Washington Parish,Louisiana,22117,Central
14260,,,"Boise City-Nampa, ID",Metropolitan Statistical Area,1,,,Ada County,Idaho,16001,Central
14260,,,"Boise City-Nampa, ID",Metropolitan Statistical Area,1,,,Boise County,Idaho,16015,Outlying
14260,,,"Boise City-Nampa, ID",Metropolitan Statistical Area,1,,,Canyon County,Idaho,16027,Outlying
14260,,,"Boise City-Nampa, ID",Metropolitan Statistical Area,1,,,Gem County,Idaho,16045,Outlying
14260,,,"Boise City-Nampa, ID",Metropolitan Statistical Area,1,,,Owyhee County,Idaho,16073,Outlying
14300,,206,"Bonham, TX",Micropolitan Statistical Area,2,,"Dallas-Fort Worth, TX",Fannin County,Texas,48147,Central
14340,,112,"Boone, IA",Micropolitan Statistical Area,2,,"Ames-Boone, IA",Boone County,Iowa,19015,Central
14380,,,"Boone, NC",Micropolitan Statistical Area,2,,,Watauga County,North Carolina,37189,Central
14420,,,"Borger, TX",Micropolitan Statistical Area,2,,,Hutchinson County,Texas,48233,Central
14460,37764,148,"Boston-Cambridge-Quincy, MA-NH",Metropolitan Statistical Area,1,"Peabody, MA","Boston-Worcester-Manchester, MA-RI-NH",Essex County,Massachusetts,25009,Central
14460,15764,148,"Boston-Cambridge-Quincy, MA-NH",Metropolitan Statistical Area,1,"Cambridge-Newton-Framingham, MA","Boston-Worcester-Manchester, MA-RI-NH",Middlesex County,Massachusetts,25017,Central
14460,14484,148,"Boston-Cambridge-Quincy, MA-NH",Metropolitan Statistical Area,1,"Boston-Quincy, MA","Boston-Worcester-Manchester, MA-RI-NH",Norfolk County,Massachusetts,25021,Central
14460,14484,148,"Boston-Cambridge-Quincy, MA-NH",Metropolitan Statistical Area,1,"Boston-Quincy, MA","Boston-Worcester-Manchester, MA-RI-NH",Plymouth County,Massachusetts,25023,Central
14460,14484,148,"Boston-Cambridge-Quincy, MA-NH",Metropolitan Statistical Area,1,"Boston-Quincy, MA","Boston-Worcester-Manchester, MA-RI-NH",Suffolk County,Massachusetts,25025,Central
14460,40484,148,"Boston-Cambridge-Quincy, MA-NH",Metropolitan Statistical Area,1,"Rockingham County-Strafford County, NH","Boston-Worcester-Manchester, MA-RI-NH",Rockingham County,New Hampshire,33015,Central
14460,40484,148,"Boston-Cambridge-Quincy, MA-NH",Metropolitan Statistical Area,1,"Rockingham County-Strafford County, NH","Boston-Worcester-Manchester, MA-RI-NH",Strafford County,New Hampshire,33017,Outlying
14500,,216,"Boulder, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Boulder County,Colorado,08013,Central
14540,,,"Bowling Green, KY",Metropolitan Statistical Area,1,,,Edmonson County,Kentucky,21061,Outlying
14540,,,"Bowling Green, KY",Metropolitan Statistical Area,1,,,Warren County,Kentucky,21227,Central
14580,,,"Bozeman, MT",Micropolitan Statistical Area,2,,,Gallatin County,Montana,30031,Central
14620,,,"Bradford, PA",Micropolitan Statistical Area,2,,,McKean County,Pennsylvania,42083,Central
14660,,,"Brainerd, MN",Micropolitan Statistical Area,2,,,Cass County,Minnesota,27021,Outlying
14660,,,"Brainerd, MN",Micropolitan Statistical Area,2,,,Crow Wing County,Minnesota,27035,Central
14700,,,"Branson, MO",Micropolitan Statistical Area,2,,,Stone County,Missouri,29209,Outlying
14700,,,"Branson, MO",Micropolitan Statistical Area,2,,,Taney County,Missouri,29213,Central
14740,,500,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,1,,"Seattle-Tacoma-Olympia, WA",Kitsap County,Washington,53035,Central
14780,,,"Brenham, TX",Micropolitan Statistical Area,2,,,Washington County,Texas,48477,Central
14820,,120,"Brevard, NC",Micropolitan Statistical Area,2,,"Asheville-Brevard, NC",Transylvania County,North Carolina,37175,Central
14860,,408,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,1,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",Fairfield County,Connecticut,09001,Central
14940,,482,"Brigham City, UT",Micropolitan Statistical Area,2,,"Salt Lake City-Ogden-Clearfield, UT",Box Elder County,Utah,49003,Central
15020,,,"Brookhaven, MS",Micropolitan Statistical Area,2,,,Lincoln County,Mississippi,28085,Central
15060,,,"Brookings, OR",Micropolitan Statistical Area,2,,,Curry County,Oregon,41015,Central
15100,,,"Brookings, SD",Micropolitan Statistical Area,2,,,Brookings County,South Dakota,46011,Central
15140,,,"Brownsville, TN",Micropolitan Statistical Area,2,,,Haywood County,Tennessee,47075,Central
15180,,154,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,1,,"Brownsville-Harlingen-Raymondville, TX",Cameron County,Texas,48061,Central
15220,,,"Brownwood, TX",Micropolitan Statistical Area,2,,,Brown County,Texas,48049,Central
15260,,,"Brunswick, GA",Metropolitan Statistical Area,1,,,Brantley County,Georgia,13025,Outlying
15260,,,"Brunswick, GA",Metropolitan Statistical Area,1,,,Glynn County,Georgia,13127,Central
15260,,,"Brunswick, GA",Metropolitan Statistical Area,1,,,McIntosh County,Georgia,13191,Outlying
15340,,360,"Bucyrus, OH",Micropolitan Statistical Area,2,,"Mansfield-Bucyrus, OH",Crawford County,Ohio,39033,Central
15380,,160,"Buffalo-Niagara Falls, NY",Metropolitan Statistical Area,1,,"Buffalo-Niagara-Cattaraugus, NY",Erie County,New York,36029,Central
15380,,160,"Buffalo-Niagara Falls, NY",Metropolitan Statistical Area,1,,"Buffalo-Niagara-Cattaraugus, NY",Niagara County,New York,36063,Central
15420,,,"Burley, ID",Micropolitan Statistical Area,2,,,Cassia County,Idaho,16031,Central
15420,,,"Burley, ID",Micropolitan Statistical Area,2,,,Minidoka County,Idaho,16067,Outlying
15460,,,"Burlington, IA-IL",Micropolitan Statistical Area,2,,,Henderson County,Illinois,17071,Outlying
15460,,,"Burlington, IA-IL",Micropolitan Statistical Area,2,,,Des Moines County,Iowa,19057,Central
15500,,268,"Burlington, NC",Metropolitan Statistical Area,1,,"Greensboro--Winston-Salem--High Point, NC",Alamance County,North Carolina,37001,Central
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,1,,,Chittenden County,Vermont,50007,Central
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,1,,,Franklin County,Vermont,50011,Outlying
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,1,,,Grand Isle County,Vermont,50013,Outlying
15580,,,"Butte-Silver Bow, MT",Micropolitan Statistical Area,2,,,Silver Bow County,Montana,30093,Central
15620,,,"Cadillac, MI",Micropolitan Statistical Area,2,,,Missaukee County,Michigan,26113,Outlying
15620,,,"Cadillac, MI",Micropolitan Statistical Area,2,,,Wexford County,Michigan,26165,Central
15660,,,"Calhoun, GA",Micropolitan Statistical Area,2,,,Gordon County,Georgia,13129,Central
15700,,,"Cambridge, MD",Micropolitan Statistical Area,2,,,Dorchester County,Maryland,24019,Central
15740,,,"Cambridge, OH",Micropolitan Statistical Area,2,,,Guernsey County,Ohio,39059,Central
15780,,,"Camden, AR",Micropolitan Statistical Area,2,,,Calhoun County,Arkansas,05013,Outlying
15780,,,"Camden, AR",Micropolitan Statistical Area,2,,,Ouachita County,Arkansas,05103,Central
15820,,,"Campbellsville, KY",Micropolitan Statistical Area,2,,,Taylor County,Kentucky,21217,Central
15860,,,"Cañon City, CO",Micropolitan Statistical Area,2,,,Fremont County,Colorado,08043,Central
15900,,426,"Canton, IL",Micropolitan Statistical Area,2,,"Peoria-Canton, IL",Fulton County,Illinois,17057,Central
15940,,,"Canton-Massillon, OH",Metropolitan Statistical Area,1,,,Carroll County,Ohio,39019,Outlying
15940,,,"Canton-Massillon, OH",Metropolitan Statistical Area,1,,,Stark County,Ohio,39151,Central
15980,,,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,1,,,Lee County,Florida,12071,Central
16020,,164,"Cape Girardeau-Jackson, MO-IL",Metropolitan Statistical Area,1,,"Cape Girardeau-Sikeston-Jackson, MO-IL",Alexander County,Illinois,17003,Outlying
16020,,164,"Cape Girardeau-Jackson, MO-IL",Metropolitan Statistical Area,1,,"Cape Girardeau-Sikeston-Jackson, MO-IL",Bollinger County,Missouri,29017,Outlying
16020,,164,"Cape Girardeau-Jackson, MO-IL",Metropolitan Statistical Area,1,,"Cape Girardeau-Sikeston-Jackson, MO-IL",Cape Girardeau County,Missouri,29031,Central
16060,,166,"Carbondale, IL",Micropolitan Statistical Area,2,,"Carbondale-Marion-Herrin, IL",Jackson County,Illinois,17077,Central
16100,,,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,2,,,Eddy County,New Mexico,35015,Central
16180,,,"Carson City, NV",Metropolitan Statistical Area,1,,,Carson City,Nevada,32510,Central
16220,,,"Casper, WY",Metropolitan Statistical Area,1,,,Natrona County,Wyoming,56025,Central
16260,,,"Cedar City, UT",Micropolitan Statistical Area,2,,,Iron County,Utah,49021,Central
16300,,,"Cedar Rapids, IA",Metropolitan Statistical Area,1,,,Benton County,Iowa,19011,Outlying
16300,,,"Cedar Rapids, IA",Metropolitan Statistical Area,1,,,Jones County,Iowa,19105,Outlying
16300,,,"Cedar Rapids, IA",Metropolitan Statistical Area,1,,,Linn County,Iowa,19113,Central
16340,,122,"Cedartown, GA",Micropolitan Statistical Area,2,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Polk County,Georgia,13233,Central
16380,,,"Celina, OH",Micropolitan Statistical Area,2,,,Mercer County,Ohio,39107,Central
16420,,,"Central City, KY",Micropolitan Statistical Area,2,,,Muhlenberg County,Kentucky,21177,Central
16460,,,"Centralia, IL",Micropolitan Statistical Area,2,,,Marion County,Illinois,17121,Central
16500,,,"Centralia, WA",Micropolitan Statistical Area,2,,,Lewis County,Washington,53041,Central
16540,,,"Chambersburg, PA",Micropolitan Statistical Area,2,,,Franklin County,Pennsylvania,42055,Central
16580,,,"Champaign-Urbana, IL",Metropolitan Statistical Area,1,,,Champaign County,Illinois,17019,Central
16580,,,"Champaign-Urbana, IL",Metropolitan Statistical Area,1,,,Ford County,Illinois,17053,Outlying
16580,,,"Champaign-Urbana, IL",Metropolitan Statistical Area,1,,,Piatt County,Illinois,17147,Outlying
16620,,,"Charleston, WV",Metropolitan Statistical Area,1,,,Boone County,West Virginia,54005,Outlying
16620,,,"Charleston, WV",Metropolitan Statistical Area,1,,,Clay County,West Virginia,54015,Outlying
16620,,,"Charleston, WV",Metropolitan Statistical Area,1,,,Kanawha County,West Virginia,54039,Central
16620,,,"Charleston, WV",Metropolitan Statistical Area,1,,,Lincoln County,West Virginia,54043,Outlying
16620,,,"Charleston, WV",Metropolitan Statistical Area,1,,,Putnam County,West Virginia,54079,Central
16660,,,"Charleston-Mattoon, IL",Micropolitan Statistical Area,2,,,Coles County,Illinois,17029,Central
16660,,,"Charleston-Mattoon, IL",Micropolitan Statistical Area,2,,,Cumberland County,Illinois,17035,Outlying
16700,,,"Charleston-North Charleston-Summerville, SC",Metropolitan Statistical Area,1,,,Berkeley County,South Carolina,45015,Central
16700,,,"Charleston-North Charleston-Summerville, SC",Metropolitan Statistical Area,1,,,Charleston County,South Carolina,45019,Central
16700,,,"Charleston-North Charleston-Summerville, SC",Metropolitan Statistical Area,1,,,Dorchester County,South Carolina,45035,Central
16740,,172,"Charlotte-Gastonia-Rock Hill, NC-SC",Metropolitan Statistical Area,1,,"Charlotte-Gastonia-Salisbury, NC-SC",Anson County,North Carolina,37007,Outlying
16740,,172,"Charlotte-Gastonia-Rock Hill, NC-SC",Metropolitan Statistical Area,1,,"Charlotte-Gastonia-Salisbury, NC-SC",Cabarrus County,North Carolina,37025,Outlying
16740,,172,"Charlotte-Gastonia-Rock Hill, NC-SC",Metropolitan Statistical Area,1,,"Charlotte-Gastonia-Salisbury, NC-SC",Gaston County,North Carolina,37071,Outlying
16740,,172,"Charlotte-Gastonia-Rock Hill, NC-SC",Metropolitan Statistical Area,1,,"Charlotte-Gastonia-Salisbury, NC-SC",Mecklenburg County,North Carolina,37119,Central
16740,,172,"Charlotte-Gastonia-Rock Hill, NC-SC",Metropolitan Statistical Area,1,,"Charlotte-Gastonia-Salisbury, NC-SC",Union County,North Carolina,37179,Central
16740,,172,"Charlotte-Gastonia-Rock Hill, NC-SC",Metropolitan Statistical Area,1,,"Charlotte-Gastonia-Salisbury, NC-SC",York County,South Carolina,45091,Outlying
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,1,,,Albemarle County,Virginia,51003,Central
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,1,,,Fluvanna County,Virginia,51065,Outlying
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,1,,,Greene County,Virginia,51079,Outlying
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,1,,,Nelson County,Virginia,51125,Outlying
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,1,,,Charlottesville city,Virginia,51540,Central
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,1,,"Chattanooga-Cleveland-Athens, TN-GA",Catoosa County,Georgia,13047,Central
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,1,,"Chattanooga-Cleveland-Athens, TN-GA",Dade County,Georgia,13083,Outlying
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,1,,"Chattanooga-Cleveland-Athens, TN-GA",Walker County,Georgia,13295,Central
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,1,,"Chattanooga-Cleveland-Athens, TN-GA",Hamilton County,Tennessee,47065,Central
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,1,,"Chattanooga-Cleveland-Athens, TN-GA",Marion County,Tennessee,47115,Outlying
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,1,,"Chattanooga-Cleveland-Athens, TN-GA",Sequatchie County,Tennessee,47153,Outlying
16900,,172,"Chester, SC",Micropolitan Statistical Area,2,,"Charlotte-Gastonia-Salisbury, NC-SC",Chester County,South Carolina,45023,Central
16940,,,"Cheyenne, WY",Metropolitan Statistical Area,1,,,Laramie County,Wyoming,56021,Central
16980,16974,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Chicago-Joliet-Naperville, IL","Chicago-Naperville-Michigan City, IL-IN-WI",Cook County,Illinois,17031,Central
16980,16974,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Chicago-Joliet-Naperville, IL","Chicago-Naperville-Michigan City, IL-IN-WI",DeKalb County,Illinois,17037,Outlying
16980,16974,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Chicago-Joliet-Naperville, IL","Chicago-Naperville-Michigan City, IL-IN-WI",DuPage County,Illinois,17043,Central
16980,16974,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Chicago-Joliet-Naperville, IL","Chicago-Naperville-Michigan City, IL-IN-WI",Grundy County,Illinois,17063,Outlying
16980,16974,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Chicago-Joliet-Naperville, IL","Chicago-Naperville-Michigan City, IL-IN-WI",Kane County,Illinois,17089,Central
16980,16974,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Chicago-Joliet-Naperville, IL","Chicago-Naperville-Michigan City, IL-IN-WI",Kendall County,Illinois,17093,Central
16980,29404,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Lake County-Kenosha County, IL-WI","Chicago-Naperville-Michigan City, IL-IN-WI",Lake County,Illinois,17097,Central
16980,16974,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Chicago-Joliet-Naperville, IL","Chicago-Naperville-Michigan City, IL-IN-WI",McHenry County,Illinois,17111,Central
16980,16974,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Chicago-Joliet-Naperville, IL","Chicago-Naperville-Michigan City, IL-IN-WI",Will County,Illinois,17197,Central
16980,23844,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Gary, IN","Chicago-Naperville-Michigan City, IL-IN-WI",Jasper County,Indiana,18073,Outlying
16980,23844,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Gary, IN","Chicago-Naperville-Michigan City, IL-IN-WI",Lake County,Indiana,18089,Central
16980,23844,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Gary, IN","Chicago-Naperville-Michigan City, IL-IN-WI",Newton County,Indiana,18111,Outlying
16980,23844,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Gary, IN","Chicago-Naperville-Michigan City, IL-IN-WI",Porter County,Indiana,18127,Central
16980,29404,176,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,1,"Lake County-Kenosha County, IL-WI","Chicago-Naperville-Michigan City, IL-IN-WI",Kenosha County,Wisconsin,55059,Outlying
17020,,,"Chico, CA",Metropolitan Statistical Area,1,,,Butte County,California,06007,Central
17060,,198,"Chillicothe, OH",Micropolitan Statistical Area,2,,"Columbus-Marion-Chillicothe, OH",Ross County,Ohio,39141,Central
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Dearborn County,Indiana,18029,Outlying
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Franklin County,Indiana,18047,Outlying
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Ohio County,Indiana,18115,Outlying
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Boone County,Kentucky,21015,Central
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Bracken County,Kentucky,21023,Outlying
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Campbell County,Kentucky,21037,Central
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Gallatin County,Kentucky,21077,Outlying
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Grant County,Kentucky,21081,Outlying
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Kenton County,Kentucky,21117,Central
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Pendleton County,Kentucky,21191,Outlying
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Brown County,Ohio,39015,Outlying
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Butler County,Ohio,39017,Central
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Clermont County,Ohio,39025,Central
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Hamilton County,Ohio,39061,Central
17140,,178,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,1,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Warren County,Ohio,39165,Central
17200,,180,"Claremont, NH",Micropolitan Statistical Area,2,,"Claremont-Lebanon, NH-VT",Sullivan County,New Hampshire,33019,Central
17220,,242,"Clarksburg, WV",Micropolitan Statistical Area,2,,"Fairmont-Clarksburg, WV",Doddridge County,West Virginia,54017,Outlying
